Price,Close,High,Low,Open,Volume
Ticker,C,C,C,C,C
Date,,,,,
2019-01-01,44.02267074584961,44.49764889697965,40.112005423518376,40.11992343727842,87668500
2019-01-08,46.6508903503418,46.943793447435176,43.34978218315701,44.35515553786941,112980100
2019-01-15,49.96782684326172,50.02324085925104,47.141699948456534,47.41085503462072,112999300
2019-01-22,50.54572677612305,51.02070500108428,48.40832174395959,49.61160031650643,84901400
2019-01-29,50.71195602416992,51.250266153528806,49.86491284454117,50.43488596633983,77351400
2019-02-05,49.11534118652344,51.50693381921063,48.63702083534562,51.172112310346726,75392500
2019-02-12,51.23588562011719,51.48302100494724,48.96387374109789,49.545830648702406,55822100
2019-02-19,51.443153381347656,52.160632343304336,50.637985249433704,50.80539599353456,59111800
2019-02-26,50.82133483886719,52.367899759069964,50.3111289835261,51.09237903858371,70780400
2019-03-05,49.67338180541992,50.749597311178135,48.43772313598303,50.749597311178135,75727000
2019-03-12,52.55923843383789,52.758537835440166,49.39436296325212,49.665410271073924,94188100
2019-03-19,48.094932556152344,53.27671694413278,47.87171516074421,52.98175164324837,97282600
2019-03-26,51.30763626098633,51.522876929456906,48.25436809810413,48.62108129272479,74323500
2019-04-02,52.67084503173828,52.94189537764067,50.956868980419486,51.211971968373796,54921100
2019-04-09,53.715179443359375,54.45657355602183,51.562748061893345,52.296168494467686,72605600
2019-04-16,55.07839584350586,56.401747177267424,53.72316194842625,53.81085419739295,65854100
2019-04-23,56.624942779541016,57.350395492221274,54.32901595309201,54.87907814399454,59002600
2019-04-30,56.13068389892578,56.86410420460387,54.815306690222485,56.61696882171848,60061100
2019-05-07,51.6539421081543,55.76186905360782,51.316965375787625,55.64151847168118,79951200
2019-05-14,52.11929702758789,53.26662787280665,51.36510572308061,51.84650807480835,63349800
2019-05-21,51.66197204589844,53.02592911455341,50.610922847361785,52.55255786739996,48374000
2019-05-28,50.233821868896484,52.35197005258567,49.69625981858493,51.42126542454522,81740300
2019-06-04,53.852325439453125,54.54232887883974,51.1564964112735,51.180568362848064,63817200
2019-06-11,53.3869743347168,54.58244287420226,53.27464876033747,54.221397259595115,46170600
2019-06-18,54.08500671386719,55.32861312642851,53.354884306197086,53.60360436445232,70817200
2019-06-25,56.756752014160156,57.47884934182825,53.33883486533868,54.12511386113377,73811100
2019-07-02,57.069664001464844,57.60722912541753,56.23524104206413,56.45187331681886,37207900
2019-07-09,57.53501892089844,57.888045683062096,56.22722469396026,56.58827033978383,71091800
2019-07-16,57.0536003112793,57.90406686337965,56.548135381097865,57.52697135555165,61317400
2019-07-23,57.57514190673828,58.634216147038295,56.90920723863298,57.23014012505722,59202600
2019-07-30,52.295814514160156,57.53502291153546,51.814418245910616,56.98943884184313,81312800
2019-08-06,51.92909622192383,53.99041873506815,51.44408097392031,53.35181296106384,71051800
2019-08-13,51.98567581176758,53.3194722302033,49.083663793854264,51.65425112431668,94531200
2019-08-20,50.700382232666016,51.904837904679546,49.7303488114862,51.50874290304066,62853900
2019-08-27,52.018009185791016,52.39793969698909,49.4393396939255,50.93480573747531,52885600
2019-09-03,55.60712814331055,56.01939378897546,50.37703391190016,51.73508000882388,67074100
2019-09-10,56.44782638549805,57.18343137932944,54.91193989756017,55.92239072287425,71910500
2019-09-17,56.22147750854492,57.02175270896448,55.461616634374,56.40739697735179,67768900
2019-09-24,55.8415641784668,56.87626499039314,54.61285233882678,56.18107422601076,57821100
2019-10-01,55.08978271484375,56.8035034448138,52.37369028048452,56.23765342403174,58648100
2019-10-08,56.779258728027344,57.337029632570385,53.37606062819752,54.184421397771445,57995800
2019-10-15,58.048370361328125,58.266631168176986,55.534368503768675,56.7226595244076,74202500
2019-10-22,59.48725128173828,60.045022047597286,57.77353082341483,57.97562096556065,52409500
2019-10-29,60.74831008911133,60.8453094296313,57.660372347399104,59.123503295069455,64408200
2019-11-05,61.54888916015625,62.10250376672881,60.221845214297915,61.215095497682725,55320300
2019-11-12,60.57191467285156,61.841968934559205,59.700786596431755,61.50817532971401,53373800
2019-11-19,61.6140251159668,61.75242722232023,59.61124439761646,61.03598730879702,49888900
2019-11-26,60.669612884521484,61.980376681811066,60.59634338335657,61.744275714637475,36230300
2019-12-03,61.32907485961914,62.05365786593818,59.02506065636896,59.741500535823214,50101900
2019-12-10,62.61542510986328,63.36443139910868,60.954581026284266,61.11740631998568,66747700
2019-12-17,64.12154388427734,64.35764477212778,62.79449428054494,62.92475940958652,81334300
2019-12-24,64.73218536376953,65.47304852924982,63.877337038366974,64.07272863422959,37521800
2019-12-31,64.68331909179688,66.15691440494363,64.08900130207036,64.57748329385004,43257000
2020-01-07,65.66029357910156,65.9289608661287,64.05643919527927,64.55306434594667,61285800
2020-01-14,66.04293823242188,67.66307262036258,65.7254246139658,66.10806461235677,63874500
2020-01-21,62.45258712768555,65.8719738432647,61.75242725688827,65.52189390786607,61081500
2020-01-28,61.16624450683594,63.60866085488338,60.173000409527525,62.859654665548135,61135000
2020-02-04,64.31722259521484,65.44818063206904,62.6371703913291,62.89942180216052,54830000
2020-02-11,64.57130432128906,66.19398366120745,64.29265856184107,64.53852209943815,36924100
2020-02-18,59.44101333618164,64.62868367384029,59.36725801271828,64.42379943857007,66368300
2020-02-25,55.39249801635742,59.99829780713876,50.27039533764277,59.522964887817835,162679500
2020-03-03,42.09959411621094,56.08088958771547,41.796366450653956,55.61375397748735,146556000
2020-03-10,33.7567253112793,45.64820801847216,32.42907634863185,44.85325618913055,190831700
2020-03-17,29.003406524658203,36.0432276823058,26.22517730420007,34.420545211762594,214575700
2020-03-24,36.125179290771484,37.936354650178345,30.60150054892584,30.855558051769084,156783800
2020-03-31,33.69935607910156,36.2481163100556,30.052416289268823,35.75639542602012,140362500
2020-04-07,38.255977630615234,40.337601828792074,33.699351949976005,36.723444707741066,139747000
2020-04-14,36.067813873291016,39.12468894612662,32.863425049852786,39.059124500272254,185196000
2020-04-21,38.15763473510742,38.370712928668134,33.65837630376568,34.70738241289804,138406300
2020-04-28,36.97750473022461,41.50954599614471,36.043233147310424,40.108135495488206,145020500
2020-05-05,36.500328063964844,38.446679682962255,35.38221171423727,38.34729233530059,139890400
2020-05-12,37.82550811767578,38.024285998146,32.10240179403344,36.76536784708056,177533500
2020-05-19,36.525169372558594,38.33072227808761,36.18559308259027,37.49420615481273,95442900
2020-05-26,40.95623779296875,43.90475355237451,38.082260180343106,38.264472964384424,174796100
2020-06-02,50.721134185791016,51.739863286384214,41.5442849981898,41.999813808451734,171312200
2020-06-09,43.87989807128906,49.859756893040625,39.92093504696474,48.86587407653976,204897300
2020-06-16,43.117919921875,46.712460338775884,42.67067221501281,46.62963493409799,156668000
2020-06-23,41.651947021484375,44.50107483904666,40.97279444195228,43.855052424239645,135417500
2020-06-30,43.04338073730469,43.532039590612385,41.12187548756133,41.25439298204479,87223100
2020-07-07,43.233882904052734,44.393410417970735,40.60837538368272,42.447058744217756,119794100
2020-07-14,41.5277214050293,43.449227231898206,41.20471011267584,42.480193354837844,125534700
2020-07-21,42.480186462402344,43.46578526626777,41.916986243203034,42.15717522245765,87157300
2020-07-28,41.734771728515625,43.55688982250195,40.889971435136516,42.2565607954929,92609400
2020-08-04,44.223880767822266,44.516697464941636,41.70564440674514,42.023561957519476,82017700
2020-08-11,43.019142150878906,46.0393509208447,42.96057881113963,45.55411136422455,92059700
2020-08-18,42.71796417236328,43.11117474445238,41.128379469524106,43.102809920136835,91020100
2020-08-25,42.768157958984375,43.931063176149735,42.37494740107425,43.37889223880997,84450300
2020-09-01,43.939430236816406,44.876446887690875,42.282917460793364,42.56736934302738,82379200
2020-09-08,40.28338623046875,43.922693874951136,40.074230545349934,43.4374511535735,149478400
2020-09-15,36.75284194946289,40.484179083714174,36.03334578991088,40.2582905318923,225587300
2020-09-22,36.25923156738281,36.92016433235051,34.544155499366276,36.63571245827977,133960400
2020-09-29,37.57273483276367,37.840453909161944,35.154895128843776,36.05844621382216,113198000
2020-10-06,38.38426208496094,38.53485447224058,36.94526958049469,38.04961162623655,129938200
2020-10-13,35.89112091064453,38.58504427009249,35.3473147911191,38.58504427009249,155359200
2020-10-20,36.192298889160156,37.28827584447499,35.69032651396426,36.28432790262066,105828000
2020-10-27,35.3138542175293,36.00825280312249,33.874864902967495,36.00825280312249,126361300
2020-11-03,40.35068130493164,41.31625125977752,35.48895108958073,36.674737449682965,155487100
2020-11-10,42.688385009765625,43.21351898414359,40.18975872931204,40.91817214303923,136784700
2020-11-17,45.14466094970703,45.42416978627354,41.90915262851903,42.214070184403504,109450700
2020-11-24,46.643829345703125,48.48180288421351,46.14410414897619,46.14410414897619,98767800
2020-12-01,49.235626220703125,49.82004930436407,46.79628932926231,47.89737784374748,115047700
2020-12-08,49.752296447753906,51.488628876176264,48.58344693673567,48.68508504129728,109304800
2020-12-15,51.861297607421875,52.361022803086435,49.608299979565,49.75229023815479,109881400
2020-12-22,51.776611328125,52.45420414403099,50.10803639375485,51.751199376204056,55669700
2020-12-29,50.938079833984375,52.386434851691625,50.5908133695455,51.793543252174196,55358000
2021-01-05,56.27412796020508,57.680130755596466,50.83643982268751,51.115945390368495,123682500
2021-01-12,54.40227508544922,58.80662896426978,54.283690312511524,57.16346313883264,106108900
2021-01-19,51.29381561279297,55.266205297855976,50.11649450235546,55.22385313043886,114360400
2021-01-26,49.48972702026367,51.86977494366612,48.61732657267901,51.83589449903718,106555600
2021-02-02,54.370567321777344,54.42181793011138,50.65474506530933,50.91100788265506,82586100
2021-02-09,54.35348892211914,54.68662769010521,52.90132844616521,54.41328347772676,49300500
2021-02-16,55.96794509887695,57.146761360699905,53.892213762832114,55.45541940627112,97755100
2021-02-23,59.40188217163086,59.786274828305494,55.40417117031889,56.0277420593349,124907900
2021-03-02,61.691158294677734,62.22076527709048,57.992420772373954,59.1028983782171,125634500
2021-03-09,63.39958953857422,64.56985532503327,59.82898459030406,60.57215107000694,99153900
2021-03-16,61.469058990478516,65.03111939484553,61.093203843579396,62.80162685004222,98149600
2021-03-23,61.144466400146484,62.56245423264573,59.068732002110956,60.905288200721344,85224500
2021-03-30,62.14389419555664,63.5020875177999,61.50323549250966,61.50323549250966,62220400
2021-04-06,62.0926399230957,62.45995115186644,60.71735880028783,61.81074854627042,67255700
2021-04-13,61.614280700683594,63.835236086591514,60.70881848518157,61.759501626491385,115403200
2021-04-20,61.67408752441406,62.195157228332995,58.43663063347458,61.118855084572694,86360100
2021-04-27,61.25551986694336,63.22874679693323,60.725906269876134,61.93034788805356,88101700
2021-05-04,64.62324523925781,66.094105005458,60.752559571644134,61.27725304269378,98686000
2021-05-11,66.59300994873047,66.63602020191995,63.47926186613339,64.0813660361264,88747400
2021-05-18,67.1176986694336,67.40155057003066,64.27059598828886,66.55859823074196,87552200
2021-05-25,67.70260620117188,68.19289289056768,65.9564975803841,67.26392656462517,67119000
2021-06-01,68.21870422363281,69.06165670380946,67.78862790082601,68.37353196234102,79469000
2021-06-08,64.6490478515625,68.31329180181487,64.2275685137287,67.34992545805997,80802800
2021-06-15,58.87743377685547,64.80388375308176,57.74203278222506,64.55444531245003,201884000
2021-06-22,61.5095100402832,61.801958754230974,58.29253481219918,59.264511383427795,109526000
2021-06-29,60.563331604003906,61.58690846323498,59.71177603158819,60.331086788820784,73006700
2021-07-06,59.72899627685547,60.37411070128886,56.55503120866129,60.30529692102958,107251700
2021-07-13,55.97872543334961,60.8815919846582,55.35941459267006,59.41933538162025,126755000
2021-07-20,58.29253387451172,58.70540997499761,55.720679655948246,56.06474197927932,90373300
2021-07-27,58.25812911987305,59.849409861569356,57.44098034377211,57.69902870726556,94360200
2021-08-03,61.97746276855469,62.39342182307762,57.965221495329715,59.14376443645899,89354600
2021-08-10,62.480079650878906,64.681181771185,61.518180510587214,62.06412719701739,79673200
2021-08-17,61.43152618408203,62.70539300955478,59.97567932803393,61.821482447965614,76749200
2021-08-24,62.107452392578125,64.03991828994792,61.5528447095952,61.64816852493087,70928300
2021-08-31,61.67417526245117,62.82672223643212,61.22355892234344,62.176790627089716,59617400
2021-09-07,61.11088943481445,62.636063868622266,60.24431410378992,61.83881615082651,75498400
2021-09-14,58.320518493652344,61.85614058135001,57.16797179428647,61.388189140747826,135930100
2021-09-21,62.61874771118164,62.92204781500628,57.64459956267195,58.62383411259402,99427500
2021-09-28,61.778160095214844,63.502643263096424,60.616945639385946,62.800719315713806,99268900
2021-10-05,62.116111755371094,63.88392598961303,61.54416893924391,62.18543935940667,73880500
2021-10-12,62.05546188354492,63.4506487381267,59.56838822723713,61.994801872973774,102663800
2021-10-19,61.3795280456543,62.82670716180714,60.668936587730265,62.610063344007806,77771400
2021-10-26,60.322303771972656,62.0554542745745,59.76769614005563,61.526842842365376,102001200
2021-11-02,59.746971130371094,60.776941142210184,58.0623593311604,60.68965690243276,125468100
2021-11-09,60.000091552734375,60.81184751998366,58.86538327831001,59.162150983212484,84931900
2021-11-16,58.516239166259766,60.03500601820855,56.93637268978889,60.03500601820855,94293200
2021-11-23,56.77053451538086,59.67714554282689,55.69692242307599,58.97885833152729,82000400
2021-11-30,54.57094192504883,56.81417760795271,54.23925580752261,56.14208161013444,138408100
2021-12-07,52.52845764160156,55.295408683425954,52.17931402076148,54.94626839226621,139174900
2021-12-14,50.87002944946289,54.03849659263999,50.26776021137149,52.76412806177282,158123800
2021-12-21,52.938697814941406,53.19182342915103,51.19298647172395,51.27154361535594,67194400
2021-12-28,55.07719802856445,55.52235633809558,52.476088220612624,52.75540180202486,80178100
2022-01-04,57.63465881347656,58.463875695432655,54.79787788652418,55.915132078410856,144028800
2022-01-11,58.420230865478516,59.92154369894956,56.80544919110014,57.940157578254514,116645600
2022-01-18,54.72805404663086,58.341672847615996,52.39752755400961,58.21074981773441,139204400
2022-01-25,56.840370178222656,57.47755116151153,53.357674188507175,54.090873168990406,134869400
2022-02-01,57.92270278930664,58.30676141507115,56.59595844177122,57.11967717121747,106631200
2022-02-08,58.46690368652344,60.798191470409385,57.90387655457226,58.99474078375107,118386700
2022-02-15,56.425926208496094,59.364230218279616,56.03884591104091,59.08271666451106,69819800
2022-02-22,52.1064567565918,56.97137053769558,51.34988770441797,55.484623284407576,161805800
2022-03-01,48.86904525756836,52.66068621282188,47.5670440765769,51.36748086322945,269596500
2022-03-08,47.707801818847656,50.399779327876956,47.35591150547629,49.757576233965146,154154600
2022-03-15,50.1270637512207,50.87483699205231,47.81337066125378,47.91014159231843,126400900
2022-03-22,49.194541931152344,51.24431618957027,48.14766354673639,50.86603169858247,110000400
2022-03-29,46.44977951049805,50.49654267623355,45.4468870662477,50.39097257774997,152257600
2022-04-05,44.47038269042969,46.1682630753791,43.141990915276956,45.79877782148845,124701000
2022-04-12,46.018714904785156,46.81047053465547,43.28275184448688,44.51437283180949,102389100
2022-04-19,44.98063659667969,47.48786802612464,43.705026269666405,46.38820452971779,101635700
2022-04-26,42.85169219970703,45.394114015149704,42.033542177697896,44.45280220159634,110904300
2022-05-03,44.34186935424805,46.57274103525087,43.621949403159086,43.84414758865079,132575400
2022-05-10,42.18210220336914,45.05290231790231,40.35119134724732,44.919585442525346,136193700
2022-05-17,46.90159606933594,47.63929232409916,43.115336874437745,44.29743291594776,170296700
2022-05-24,47.65707015991211,48.21701058703013,45.76394389044853,46.63496044903459,86502700
2022-05-31,45.68395233154297,47.870381856337936,45.523969352609136,47.13268218786799,102204200
2022-06-07,40.60893630981445,46.42164124803537,40.351189009494874,45.35508935443451,102228600
2022-06-14,41.346641540527344,42.822037455679876,40.48451143795567,41.05333828854815,115081400
2022-06-21,42.510955810546875,43.01756737046877,40.46672991980237,42.62649641861676,112700500
2022-06-28,41.657718658447266,43.648616073478784,40.22676167115517,43.01757398295729,80372100
2022-07-05,41.05333709716797,42.27098564126115,39.93345969137265,40.60894070922968,74276600
2022-07-12,44.501861572265625,45.77283572878851,38.60916351843007,40.511183229723216,178706600
2022-07-19,46.359432220458984,47.2393385825235,45.17733956185009,45.221778523666885,102620100
2022-07-26,46.1461181640625,46.92825673698017,45.452860900837344,46.01280128523666,78612600
2022-08-02,46.19725036621094,46.978123836609264,45.53305681655553,46.45753924040536,66564500
2022-08-09,48.530906677246094,48.88993084652204,46.15237925958643,46.34984289507903,82694600
2022-08-16,45.999794006347656,48.97070876404746,45.766430704249636,48.29754104688139,70200500
2022-08-23,44.31238555908203,46.97813078999279,44.00721605984003,46.008767642785955,70007200
2022-08-30,43.83668518066406,45.012486114484346,42.91220254177298,44.734242204491004,63356600
2022-09-06,45.658721923828125,46.34984119885165,42.723710232718375,43.95336574194746,81265500
2022-09-13,43.29814910888672,45.057359922734186,42.580100804215206,44.7880935204364,99118500
2022-09-20,38.585975646972656,43.05580894672141,38.21797742622752,42.921174031657635,108337500
2022-09-27,38.20002365112305,39.15143179261397,36.853688274530604,38.8013851425252,106323200
2022-10-04,37.3383674621582,40.16567320239262,37.27553875005593,39.10655573565711,85727000
2022-10-11,39.124507904052734,39.87845588511002,35.91125235357514,37.0421760371151,118723700
2022-10-18,39.86050033569336,40.34518186572283,38.30772736629469,40.084889552495035,85042400
2022-10-25,41.161964416503906,41.538936711642116,39.41172758815656,39.53738501986929,81348100
2022-11-01,41.04528045654297,42.194152300107035,39.734848081989185,41.556887663374354,78834200
2022-11-08,44.50741195678711,45.91472435850769,40.99366991016822,41.58383138777686,103592400
2022-11-15,44.38029479980469,45.778525647435856,43.036538364601384,45.24284211973088,72622600
2022-11-22,42.882198333740234,45.10666201471553,42.51902278112152,44.61637138197189,61806000
2022-11-29,41.43855667114258,44.18962542242447,41.20249279460144,42.88218752809396,89158300
2022-12-06,41.55659484863281,41.665547152428516,40.13112312965186,41.44764254483711,91092100
2022-12-13,39.88597106933594,43.44510907234618,39.477395670130505,42.528087366156825,107419300
2022-12-20,40.18559265136719,40.75759823774987,38.959869858363746,40.08572173878813,76524900
2022-12-27,41.06630325317383,41.11169975665241,39.92229543326983,40.20375583295581,53586900
2023-01-03,43.163658142089844,43.87185334639034,41.34777016098583,41.53843756775421,86867900
2023-01-10,45.32455825805664,45.60602211661397,42.854953181689304,43.18181354297365,73898400
2023-01-17,47.194923400878906,47.47638725612094,44.0080418429564,45.270083306970314,100503100
2023-01-24,46.98609161376953,47.449141427458954,45.77852469820592,46.686468497505814,85835700
2023-01-31,46.17802810668945,48.32985421711077,45.3154806940678,47.085972022389896,115469600
2023-02-07,46.76183319091797,47.45867465634764,45.06557201346104,46.53260851841347,72545000
2023-02-14,47.14692687988281,47.56870291691108,46.294214353696475,46.6976485003205,47195600
2023-02-21,46.27587890625,46.93604359749779,45.267288228961185,46.523441977102046,78618900
2023-02-28,47.843772888183594,48.09133594884669,46.074158174980994,46.28504444939233,75576100
2023-03-07,41.02205276489258,47.797934157865086,40.893683998230514,47.49535588298424,153741600
2023-03-14,40.42606735229492,44.0019739935649,40.068477387706174,43.28679056669615,181906100
2023-03-21,41.058719635009766,42.19567547804226,38.5189100038235,41.78307039397036,130409300
2023-03-28,42.82833480834961,43.54351812887481,40.7928221977383,41.00370846606921,78121700
2023-04-04,42.65412521362305,43.11257453427976,41.54467869707959,43.002547676675555,50976700
2023-04-11,45.56069564819336,45.74407608976159,42.654128415908986,42.791661123816915,96742000
2023-04-18,44.955543518066406,46.25754153072677,44.30454626058176,45.780753772406854,77506500
2023-04-25,43.323463439941406,44.60712301501605,42.21401685584588,44.46958681136843,82431200
2023-05-02,42.97344207763672,43.70573409958967,40.85999526596176,43.399838621038356,76726800
2023-05-09,42.68608474731445,43.74280812113934,41.77767336392049,42.556312197692,57973200
2023-05-16,42.44507598876953,43.6686507044662,41.95378968331986,42.57484852891364,73055700
2023-05-23,41.34199905395508,43.39983070207368,40.67459696659366,42.49141945691367,67614000
2023-05-30,42.86220169067383,43.27005872348191,40.51701402792761,41.46250416110824,76790600
2023-06-06,44.9107666015625,45.02199970656661,42.77878048612758,42.815855830437854,67250200
2023-06-13,44.66975784301758,45.809906904326475,44.08578138412742,44.91076703154337,69263400
2023-06-20,42.86220169067383,44.41020765395483,42.49141999827646,44.41020765395483,61673300
2023-06-27,43.325679779052734,43.83550198632464,42.472883247003075,42.82512552346075,69470700
2023-07-04,42.33383560180664,43.613028522546294,41.814745487214935,43.297865151814385,56749900
2023-07-11,42.8807373046875,45.00345523052264,42.29676091673515,42.45434083652146,115426700
2023-07-18,44.178470611572266,44.38240089890882,43.21444102639114,43.33494560854786,95374900
2023-07-25,44.178470611572266,45.53181779690173,43.585222724087366,44.020890688474985,87409400
2023-08-01,42.482154846191406,44.00235352031616,42.2318777177387,43.872580980237686,77079600
2023-08-08,41.352813720703125,42.412422003941195,41.24029005520173,42.21550469504804,70845400
2023-08-15,39.44927215576172,40.930848640002736,39.07418850537942,40.930848640002736,74601500
2023-08-22,38.74599838256836,39.73996769037062,38.183376405812844,39.674328578984586,83327200
2023-08-29,38.99917221069336,39.23359858763259,38.45530129920427,38.72723675494882,61615100
2023-09-05,38.06147003173828,39.31799566510902,37.770780011167744,38.94291199837691,68384300
2023-09-12,39.9837646484375,40.73392838369599,38.033338936765425,38.04271441849116,108672300
2023-09-19,38.464683532714844,40.44324288974301,38.05209436298491,40.1244228477044,60837500
2023-09-26,37.977073669433594,39.280483773659434,37.45195728897787,38.13648189130285,84364200
2023-10-03,38.202125549316406,38.455302899129045,36.70179452824677,37.69576369556555,93291600
2023-10-10,38.3990478515625,40.62140928497075,38.00520961060602,38.577210640886115,106905600
2023-10-17,36.467376708984375,39.07419759677592,36.37360756310292,38.1177408621815,103695200
2023-10-24,36.504878997802734,37.273797297395284,35.79222074443312,36.495499938723604,100292900
2023-10-31,39.421142578125,39.82435625485713,36.495498657129644,36.60802589974989,96793700
2023-11-07,40.55990219116211,40.75937624676534,39.22057069517242,39.610021594757875,73597800
2023-11-14,42.99159622192383,43.44754211833892,40.93985418208425,40.94935501765924,95101600
2023-11-21,42.82061767578125,43.2385638205659,42.45966204594049,42.85861014457491,44528600
2023-11-28,44.99584197998047,45.1003294233557,42.3266798739727,42.77312128179392,83742500
2023-12-05,45.736751556396484,46.705626563123396,44.08395774634902,44.65388464718919,98858100
2023-12-12,47.17106628417969,48.96633987983218,45.31879855309931,45.60376198322554,141635500
2023-12-19,48.31093215942383,48.73837919184938,46.7056314847042,46.94310165566204,68135600
2023-12-26,48.861854553222656,49.20381213354297,48.24443436520589,48.329923760285965,44769200
2024-01-02,51.30305099487305,52.005964252167814,48.624387920532364,48.728875369110625,114532800
2024-01-09,49.98271560668945,51.20806243682978,48.690877425162306,51.15106829699526,97115100
2024-01-16,50.191688537597656,50.438655886897585,47.978465111053026,49.184813847514164,94164700
2024-01-23,51.398040771484375,51.5120254309554,49.95422179865911,50.258183306253166,69198200
2024-01-30,51.768497467041016,55.04558656350929,51.39804457868941,52.281433907915826,123542200
2024-02-06,51.706398010253906,52.71329484908651,50.82416890959365,52.147516218674944,75043800
2024-02-13,52.59822463989258,53.202362080657174,50.0953768443362,51.102270140216305,60942000
2024-02-20,53.087284088134766,54.190070477605815,52.12833749306901,52.33930691457258,62740500
2024-02-27,53.83526611328125,54.24761347896717,52.39684609105354,53.39415151773999,74977800
2024-03-05,55.05312728881836,55.99289457126249,53.461275988663424,53.461275988663424,74422400
2024-03-12,56.22303771972656,56.26139280189749,54.13253393064223,55.149014940942685,82925800
2024-03-19,58.44779586791992,59.1382349308387,56.060017229821895,56.1846813118022,79862200
2024-03-26,60.85475158691406,61.27669044061261,58.495743781219836,58.63958723736089,67867700
2024-04-02,59.19577407836914,60.97941536676192,57.939552696371074,60.078006865979894,70931900
2024-04-09,56.15591812133789,60.030059874827174,55.80110522081758,59.214956671332764,94371600
2024-04-16,58.44779586791992,58.55328057897319,54.4106315690967,55.79151335302521,79336200
2024-04-23,59.704017639160156,60.75886116349757,58.51492582536529,58.57246394206809,68111100
2024-04-30,60.231441497802734,60.35610193074215,58.380674137027476,59.36838803388481,60978100
2024-05-07,61.32536697387695,61.85736861798295,59.49721023414891,60.76434450891012,47643000
2024-05-14,61.093223571777344,62.437741886117685,60.86107543631824,61.43176909237454,49676500
2024-05-21,61.499473571777344,62.85366285082175,60.454812638251276,61.18994153639008,41012100
2024-05-28,59.8937873840332,61.48979583843728,59.197350484362914,61.16092152558481,54426900
2024-06-04,59.41983413696289,60.541875455369365,58.7524142484703,59.02325066295377,45305900
2024-06-11,58.094661712646484,59.20702812080187,56.74047234895305,58.78142754157753,67762000
2024-06-18,59.3327751159668,59.7583756947884,57.398220992446355,58.39451518530125,57554700
2024-06-25,61.35438537597656,62.19591909086126,58.5783011942281,59.19735793400358,70811100
2024-07-02,62.621517181396484,63.08581343495208,61.20929350561702,61.218968342911964,35114900
2024-07-09,63.008426666259766,64.79788773904994,61.27699985515566,62.67955601038772,93615700
2024-07-16,62.38936996459961,65.5910546508791,62.050824471747106,62.87300849145697,72689900
2024-07-23,62.195919036865234,63.50174161557866,61.26733023813895,62.39904633757724,48935200
2024-07-30,54.370643615722656,64.06276406047257,51.75899476969888,62.882684845706684,104920100
2024-08-06,56.485633850097656,57.30596477900383,54.56176166228087,55.06958592544883,80342100
2024-08-13,60.5775146484375,60.597046778809855,56.417267738822424,56.866495561267755,52879200
2024-08-20,60.343135833740234,61.134166615080424,58.47786024663712,60.14781825765853,53608600
2024-08-27,61.17323303222656,61.23182942472894,59.718124676127886,60.46032702095956,34162200
2024-09-03,58.14582824707031,60.929091922456664,56.807905116807156,60.58728891859285,66641600
2024-09-10,57.02275466918945,58.48763106750892,54.8645043364217,58.48763106750892,72288400
2024-09-17,61.11464309692383,61.69082421810725,57.384087899056276,57.481748557592354,75969700
2024-09-24,61.13417053222656,61.42714877780803,58.70247791658703,61.212299057814455,57115500
2024-10-01,61.13417053222656,61.55410204382864,59.503276676997245,60.763071211803485,45922900
2024-10-08,64.46432495117188,64.87448852586637,61.02674812956765,61.42714750145312,55786000
2024-10-15,60.382205963134766,65.5874018035946,60.28454530291492,65.18699868475314,95026200
2024-10-22,62.65764617919922,62.84319211167154,59.86461103101884,60.14782134460377,58823600
2024-10-29,60.8900260925293,63.702593482308004,60.77283702641294,62.56975218348125,55871800
2024-11-05,68.77005767822266,69.1641493992756,61.80437676307283,62.07039318487421,107335900
2024-11-12,67.98185729980469,68.95724706070166,66.47443471019548,68.50403558072108,68227900
2024-11-19,69.70603942871094,70.13954935845501,66.70104108265413,66.99661740144656,72543800
2024-11-26,70.33659362792969,70.59275926394015,68.30699266992288,69.32179314892628,41880400
2024-12-03,70.7996597290039,71.77504953267761,69.45972680907212,71.12479216916776,64922300
2024-12-10,70.43511962890625,72.2972309323941,69.7158954306375,70.93759637460211,69913700
2024-12-17,68.74049377441406,70.41541364983483,66.9177932625654,69.85382468095567,80099400
2024-12-24,69.35134887695312,70.47452682945428,68.76020377302902,69.06562711474595,27294100
